Temp (C) -2h,Dew Point Temp (C) -2h,Rel Hum (%) -2h,Wind Dir (10s deg) -2h,Wind Spd (km/h) -2h,Visibility (km) -2h,Stn Press (kPa) -2h,Weather -2h,Temp (C) -1h,Dew Point Temp (C) -1h,Rel Hum (%) -1h,Wind Dir (10s deg) -1h,Wind Spd (km/h) -1h,Visibility (km) -1h,Stn Press (kPa) -1h,Weather -1h,Weather
8.4,8,97,9,10,24.1,102.04,FALSE,9.1,8.4,95,12,9,32.2,102.1,FALSE,FALSE
9.1,8.4,95,12,9,32.2,102.1,FALSE,10.7,9.1,90,5,4,32.2,102.16,FALSE,FALSE
10.7,9.1,90,5,4,32.2,102.16,FALSE,9.6,8.4,92,23,10,48.3,102.19,FALSE,FALSE
9.6,8.4,92,23,10,48.3,102.19,FALSE,9.8,9,95,27,4,48.3,102.2,FALSE,FALSE
9.8,9,95,27,4,48.3,102.2,FALSE,8.5,8,96,21,10,48.3,102.21,FALSE,FALSE
8.5,8,96,21,10,48.3,102.21,FALSE,8,7.7,98,28,9,24.1,102.24,FALSE,FALSE
8,7.7,98,28,9,24.1,102.24,FALSE,7.1,6.9,99,30,12,32.2,102.3,FALSE,FALSE
7.1,6.9,99,30,12,32.2,102.3,FALSE,7.1,6.9,99,30,6,32.2,102.28,FALSE,FALSE
7.1,6.9,99,30,6,32.2,102.28,FALSE,6.9,6.7,98,2,5,24.1,102.25,FALSE,FALSE
6.9,6.7,98,2,5,24.1,102.25,FALSE,7.1,6.4,96,36,2,24.1,102.22,FALSE,FALSE
7.1,6.4,96,36,2,24.1,102.22,FALSE,6.1,5.8,98,35,6,24.1,102.21,FALSE,FALSE
6.1,5.8,98,35,6,24.1,102.21,FALSE,6.5,5.5,93,10,6,24.1,102.21,FALSE,FALSE
6.5,5.5,93,10,6,24.1,102.21,FALSE,6.8,6.6,99,22,5,24.1,102.26,FALSE,FALSE
6.8,6.6,99,22,5,24.1,102.26,FALSE,7,6.8,98,3,7,24.1,102.29,FALSE,FALSE
7,6.8,98,3,7,24.1,102.29,FALSE,7,5.1,88,6,14,24.1,102.26,FALSE,FALSE
7,5.1,88,6,14,24.1,102.26,FALSE,7.2,5.7,90,7,12,24.1,102.2,FALSE,FALSE
7.2,5.7,90,7,12,24.1,102.2,FALSE,7.2,5.8,91,10,13,22.5,102.15,FALSE,FALSE
7.2,5.8,91,10,13,22.5,102.15,FALSE,7.4,5.5,88,7,14,22.5,102.12,FALSE,FALSE
7.4,5.5,88,7,14,22.5,102.12,FALSE,7.5,5.6,88,7,10,22.5,102.03,FALSE,TRUE
7.5,5.6,88,7,10,22.5,102.03,FALSE,7,6,93,9,17,22.5,101.92,TRUE,TRUE
7,6,93,9,17,22.5,101.92,TRUE,7.1,6.1,93,10,16,22.5,101.83,TRUE,TRUE
7.1,6.1,93,10,16,22.5,101.83,TRUE,6.9,6.3,96,9,13,24.1,101.75,TRUE,TRUE
6.9,6.3,96,9,13,24.1,101.75,TRUE,6.9,6.5,97,10,13,32.2,101.7,TRUE,TRUE
6.9,6.5,97,10,13,32.2,101.7,TRUE,7.1,6.8,98,9,20,16.1,101.64,TRUE,TRUE
7.1,6.8,98,9,20,16.1,101.64,TRUE,7.3,7,98,8,13,16.1,101.63,TRUE,TRUE
7.3,7,98,8,13,16.1,101.63,TRUE,8.4,8.1,98,7,14,12.9,101.59,TRUE,TRUE
8.4,8.1,98,7,14,12.9,101.59,TRUE,9.1,8.8,98,6,17,12.9,101.49,TRUE,TRUE
9.1,8.8,98,6,17,12.9,101.49,TRUE,9.3,8.9,97,6,15,9.7,101.38,TRUE,TRUE
9.3,8.9,97,6,15,9.7,101.38,TRUE,9.5,9.2,98,7,17,9.7,101.24,TRUE,TRUE
9.5,9.2,98,7,17,9.7,101.24,TRUE,9.7,9.5,98,6,14,9.7,101.12,TRUE,TRUE
9.7,9.5,98,6,14,9.7,101.12,TRUE,8.8,8.6,99,9,14,8.1,101.08,TRUE,TRUE
8.8,8.6,99,9,14,8.1,101.08,TRUE,8.6,8.4,99,8,15,6.4,101.02,TRUE,TRUE
8.6,8.4,99,8,15,6.4,101.02,TRUE,8.9,8.8,99,9,16,6.4,100.97,TRUE,TRUE
8.9,8.8,99,9,16,6.4,100.97,TRUE,9.7,9.4,98,9,26,16.1,100.92,TRUE,TRUE
9.7,9.4,98,9,26,16.1,100.92,TRUE,9.8,9.6,98,9,22,24.1,100.95,TRUE,TRUE
9.8,9.6,98,9,22,24.1,100.95,TRUE,10.8,10.6,99,10,17,24.1,100.98,TRUE,TRUE
10.8,10.6,99,10,17,24.1,100.98,TRUE,11.7,11.5,98,13,19,24.1,100.95,TRUE,FALSE
11.7,11.5,98,13,19,24.1,100.95,TRUE,11.9,11.6,98,13,25,24.1,100.91,FALSE,TRUE
11.9,11.6,98,13,25,24.1,100.91,FALSE,12.1,11.7,98,14,26,9.7,100.99,TRUE,TRUE
12.1,11.7,98,14,26,9.7,100.99,TRUE,12.2,11.9,98,15,23,16.1,101.09,TRUE,TRUE
12.2,11.9,98,15,23,16.1,101.09,TRUE,10,9.8,98,22,13,12.9,101.15,TRUE,TRUE
10,9.8,98,22,13,12.9,101.15,TRUE,9,8.8,99,21,5,4.8,101.22,TRUE,TRUE
9,8.8,99,21,5,4.8,101.22,TRUE,9.7,9.6,99,7,3,6.4,101.28,TRUE,TRUE
9.7,9.6,99,7,3,6.4,101.28,TRUE,10.7,10.6,99,13,23,12.9,101.23,TRUE,TRUE
10.7,10.6,99,13,23,12.9,101.23,TRUE,11.1,11,99,11,8,12.9,101.29,TRUE,TRUE
11.1,11,99,11,8,12.9,101.29,TRUE,11.8,11.7,99,15,20,16.1,101.28,TRUE,TRUE
11.8,11.7,99,15,20,16.1,101.28,TRUE,11.8,11.7,99,16,20,16.1,101.33,TRUE,TRUE
11.8,11.7,99,16,20,16.1,101.33,TRUE,11.6,11.4,99,14,16,16.1,101.37,TRUE,TRUE
11.6,11.4,99,14,16,16.1,101.37,TRUE,11.7,11.4,98,17,23,16.1,101.47,TRUE,TRUE
11.7,11.4,98,17,23,16.1,101.47,TRUE,11.7,11.1,96,17,20,16.1,101.52,TRUE,TRUE
11.7,11.1,96,17,20,16.1,101.52,TRUE,11.7,11.1,96,17,21,16.1,101.56,TRUE,TRUE
11.7,11.1,96,17,21,16.1,101.56,TRUE,11.5,11,97,15,15,24.1,101.57,TRUE,FALSE
11.5,11,97,15,15,24.1,101.57,TRUE,11.5,11.1,98,12,13,32.2,101.59,FALSE,FALSE
11.5,11.1,98,12,13,32.2,101.59,FALSE,11.3,11.1,98,10,10,16.1,101.64,FALSE,FALSE
11.3,11.1,98,10,10,16.1,101.64,FALSE,10.8,10.6,98,10,14,32.2,101.67,FALSE,FALSE
10.8,10.6,98,10,14,32.2,101.67,FALSE,10.4,10.2,99,9,10,16.1,101.74,FALSE,FALSE
10.4,10.2,99,9,10,16.1,101.74,FALSE,10.5,10.3,99,8,13,16.1,101.78,FALSE,FALSE
10.5,10.3,99,8,13,16.1,101.78,FALSE,10.3,10.1,98,8,13,32.2,101.81,FALSE,FALSE
10.3,10.1,98,8,13,32.2,101.81,FALSE,10.5,10.2,98,6,11,32.2,101.87,FALSE,FALSE
10.5,10.2,98,6,11,32.2,101.87,FALSE,10.5,10,97,6,8,32.2,101.92,FALSE,TRUE
10.5,10,97,6,8,32.2,101.92,FALSE,10.7,10.2,97,8,10,32.2,101.96,TRUE,TRUE
10.7,10.2,97,8,10,32.2,101.96,TRUE,10.6,10.3,98,8,9,24.1,102.01,TRUE,TRUE
10.6,10.3,98,8,9,24.1,102.01,TRUE,10.1,9.9,98,10,10,32.2,102.04,TRUE,FALSE
10.1,9.9,98,10,10,32.2,102.04,TRUE,9.7,9.5,99,9,10,32.2,102.03,FALSE,TRUE
9.7,9.5,99,9,10,32.2,102.03,FALSE,10.1,9.9,99,8,12,16.1,102.06,TRUE,TRUE
10.1,9.9,99,8,12,16.1,102.06,TRUE,10.1,9.9,99,9,10,24.1,102.07,TRUE,TRUE
10.1,9.9,99,9,10,24.1,102.07,TRUE,10.3,10.2,99,7,9,19.3,102.02,TRUE,TRUE
10.3,10.2,99,7,9,19.3,102.02,TRUE,10.2,10.1,99,13,4,12.9,102.07,TRUE,TRUE
10.2,10.1,99,13,4,12.9,102.07,TRUE,10.4,10.3,99,36,2,12.9,102.08,TRUE,TRUE
10.4,10.3,99,36,2,12.9,102.08,TRUE,10.1,10,99,10,8,12.9,102.1,TRUE,FALSE
10.1,10,99,10,8,12.9,102.1,TRUE,10.3,10.2,99,10,14,12.9,102.09,FALSE,FALSE
10.3,10.2,99,10,14,12.9,102.09,FALSE,10.8,10.6,99,8,13,3.2,102.21,FALSE,FALSE
10.8,10.6,99,8,13,3.2,102.21,FALSE,11.1,10.9,99,11,14,12.9,102.24,FALSE,FALSE
11.1,10.9,99,11,14,12.9,102.24,FALSE,11.5,10.9,96,12,16,16.1,102.29,FALSE,FALSE
11.5,10.9,96,12,16,16.1,102.29,FALSE,11.9,11.2,95,11,15,16.1,102.23,FALSE,FALSE
11.9,11.2,95,11,15,16.1,102.23,FALSE,12.1,10.9,92,15,21,32.2,102.24,FALSE,FALSE
12.1,10.9,92,15,21,32.2,102.24,FALSE,12.2,10.8,91,14,13,32.2,102.23,FALSE,FALSE
12.2,10.8,91,14,13,32.2,102.23,FALSE,11.6,10.2,91,14,17,32.2,102.23,FALSE,FALSE
11.6,10.2,91,14,17,32.2,102.23,FALSE,11.5,10.4,93,8,14,32.2,102.18,FALSE,FALSE
11.5,10.4,93,8,14,32.2,102.18,FALSE,11.3,10.2,93,14,19,16.1,102.14,FALSE,FALSE
11.3,10.2,93,14,19,16.1,102.14,FALSE,10.8,9.8,94,13,15,16.1,102.14,FALSE,FALSE
10.8,9.8,94,13,15,16.1,102.14,FALSE,10.4,9.8,96,10,9,32.2,102.09,FALSE,FALSE
10.4,9.8,96,10,9,32.2,102.09,FALSE,10.5,10,96,9,13,32.2,102.01,FALSE,FALSE
10.5,10,96,9,13,32.2,102.01,FALSE,10.4,9.9,97,10,8,32.2,102.1,FALSE,FALSE
10.4,9.9,97,10,8,32.2,102.1,FALSE,10.4,10,97,9,12,32.2,102.06,FALSE,FALSE
10.4,10,97,9,12,32.2,102.06,FALSE,10.8,10.2,96,6,12,32.2,102.05,FALSE,FALSE
10.8,10.2,96,6,12,32.2,102.05,FALSE,10.3,9.9,97,9,12,32.2,102,FALSE,FALSE
10.3,9.9,97,9,12,32.2,102,FALSE,10.3,9.8,96,11,14,32.2,101.88,FALSE,TRUE
10.3,9.8,96,11,14,32.2,101.88,FALSE,10.3,9.9,97,11,17,24.1,101.88,TRUE,FALSE
10.3,9.9,97,11,17,24.1,101.88,TRUE,10.3,8.8,90,16,10,32.2,101.88,FALSE,FALSE
10.3,8.8,90,16,10,32.2,101.88,FALSE,9.6,9.2,97,9,13,32.2,101.82,FALSE,TRUE
9.6,9.2,97,9,13,32.2,101.82,FALSE,9.9,9.4,96,11,13,19.3,101.84,TRUE,TRUE
9.9,9.4,96,11,13,19.3,101.84,TRUE,9.8,9,95,12,15,19.3,101.81,TRUE,TRUE
9.8,9,95,12,15,19.3,101.81,TRUE,9.6,9.2,97,7,12,24.1,101.83,TRUE,TRUE
9.6,9.2,97,7,12,24.1,101.83,TRUE,9.7,9.4,98,8,17,11.3,101.89,TRUE,TRUE
9.7,9.4,98,8,17,11.3,101.89,TRUE,9.7,9.4,98,8,15,20.9,101.92,TRUE,TRUE
9.7,9.4,98,8,15,20.9,101.92,TRUE,9.7,9.2,97,7,17,20.9,101.95,TRUE,TRUE
9.7,9.2,97,7,17,20.9,101.95,TRUE,9.7,9.3,98,12,26,4.8,101.94,TRUE,TRUE
9.7,9.3,98,12,26,4.8,101.94,TRUE,9.7,9.1,96,12,25,9.7,101.91,TRUE,TRUE
9.7,9.1,96,12,25,9.7,101.91,TRUE,9.9,9.5,97,12,25,20.9,101.87,TRUE,TRUE
9.9,9.5,97,12,25,20.9,101.87,TRUE,10.2,9.7,97,12,22,24.1,101.88,TRUE,TRUE
10.2,9.7,97,12,22,24.1,101.88,TRUE,10.5,9.8,95,13,26,32.2,101.88,TRUE,TRUE
10.5,9.8,95,13,26,32.2,101.88,TRUE,10.6,9.9,95,14,27,24.1,101.83,TRUE,TRUE
10.6,9.9,95,14,27,24.1,101.83,TRUE,10.5,10,97,13,24,24.1,101.9,TRUE,TRUE
10.5,10,97,13,24,24.1,101.9,TRUE,10.5,10.2,98,12,31,24.1,101.9,TRUE,FALSE
10.5,10.2,98,12,31,24.1,101.9,TRUE,10.6,10.1,97,13,26,24.1,101.92,FALSE,TRUE
10.6,10.1,97,13,26,24.1,101.92,FALSE,11,10.3,96,12,25,16.1,101.92,TRUE,FALSE
11,10.3,96,12,25,16.1,101.92,TRUE,11.1,10.2,94,12,24,24.1,101.95,FALSE,FALSE
11.1,10.2,94,12,24,24.1,101.95,FALSE,11.1,10.2,95,13,23,24.1,101.92,FALSE,TRUE
11.1,10.2,95,13,23,24.1,101.92,FALSE,11.3,10.4,94,11,20,24.1,101.89,TRUE,FALSE
11.3,10.4,94,11,20,24.1,101.89,TRUE,11.7,10.5,92,14,22,32.2,101.81,FALSE,FALSE
11.7,10.5,92,14,22,32.2,101.81,FALSE,11.8,10.8,93,14,30,32.2,101.78,FALSE,FALSE
11.8,10.8,93,14,30,32.2,101.78,FALSE,11.6,10.6,94,15,28,32.2,101.76,FALSE,FALSE
11.6,10.6,94,15,28,32.2,101.76,FALSE,11.6,10.6,93,15,19,32.2,101.82,FALSE,TRUE
11.6,10.6,93,15,19,32.2,101.82,FALSE,11.6,10.5,93,14,22,32.2,101.83,TRUE,FALSE
11.6,10.5,93,14,22,32.2,101.83,TRUE,11.7,10.4,92,13,21,32.2,101.77,FALSE,FALSE
11.7,10.4,92,13,21,32.2,101.77,FALSE,11.7,10.5,92,9,19,32.2,101.73,FALSE,FALSE
11.7,10.5,92,9,19,32.2,101.73,FALSE,12.5,10.3,86,14,23,24.1,101.71,FALSE,FALSE
12.5,10.3,86,14,23,24.1,101.71,FALSE,11.8,10.4,91,16,31,32.2,101.66,FALSE,FALSE
11.8,10.4,91,16,31,32.2,101.66,FALSE,12.3,10.4,88,17,30,32.2,101.68,FALSE,FALSE
12.3,10.4,88,17,30,32.2,101.68,FALSE,12,10.7,92,17,38,48.3,101.67,FALSE,FALSE
12,10.7,92,17,38,48.3,101.67,FALSE,11.8,10.6,92,15,37,48.3,101.73,FALSE,FALSE
11.8,10.6,92,15,37,48.3,101.73,FALSE,12,10.7,92,15,32,48.3,101.65,FALSE,FALSE
12,10.7,92,15,32,48.3,101.65,FALSE,11.8,10.4,91,15,31,48.3,101.65,FALSE,FALSE
11.8,10.4,91,15,31,48.3,101.65,FALSE,12.2,10,86,15,26,48.3,101.64,FALSE,FALSE
12.2,10,86,15,26,48.3,101.64,FALSE,12,10.2,88,15,26,48.3,101.59,FALSE,FALSE
12,10.2,88,15,26,48.3,101.59,FALSE,11.7,10.1,90,16,23,48.3,101.57,FALSE,TRUE
11.7,10.1,90,16,23,48.3,101.57,FALSE,11.8,10.1,89,17,27,24.1,101.55,TRUE,TRUE
11.8,10.1,89,17,27,24.1,101.55,TRUE,11,9.6,91,19,19,22.5,101.63,TRUE,TRUE
11,9.6,91,19,19,22.5,101.63,TRUE,10.6,9.8,95,5,4,24.1,101.66,TRUE,TRUE
10.6,9.8,95,5,4,24.1,101.66,TRUE,10,9.2,94,25,5,24.1,101.75,TRUE,FALSE
10,9.2,94,25,5,24.1,101.75,TRUE,9.7,9.2,97,19,7,24.1,101.78,FALSE,FALSE
9.7,9.2,97,19,7,24.1,101.78,FALSE,8.8,8.4,97,16,5,24.1,101.83,FALSE,FALSE
8.8,8.4,97,16,5,24.1,101.83,FALSE,9.5,8.9,96,10,5,24.1,101.9,FALSE,FALSE
9.5,8.9,96,10,5,24.1,101.9,FALSE,9.9,5.2,72,21,7,24.1,101.93,FALSE,FALSE
9.9,5.2,72,21,7,24.1,101.93,FALSE,9.7,5.5,75,33,3,24.1,101.93,FALSE,FALSE
9.7,5.5,75,33,3,24.1,101.93,FALSE,8.6,7.3,92,26,19,22.5,101.96,FALSE,FALSE
8.6,7.3,92,26,19,22.5,101.96,FALSE,7.7,6,89,28,31,24.1,102.06,FALSE,FALSE
7.7,6,89,28,31,24.1,102.06,FALSE,7.5,5.4,86,28,42,24.1,102.1,FALSE,FALSE
7.5,5.4,86,28,42,24.1,102.1,FALSE,7.2,5,86,28,35,24.1,102.14,FALSE,FALSE
7.2,5,86,28,35,24.1,102.14,FALSE,7,4.8,86,28,35,24.1,102.15,FALSE,FALSE
7,4.8,86,28,35,24.1,102.15,FALSE,6.8,4,82,27,36,24.1,102.23,FALSE,FALSE
6.8,4,82,27,36,24.1,102.23,FALSE,6.5,4.1,84,28,39,48.3,102.28,FALSE,FALSE
6.5,4.1,84,28,39,48.3,102.28,FALSE,6.7,3.5,80,27,41,48.3,102.4,FALSE,FALSE
6.7,3.5,80,27,41,48.3,102.4,FALSE,7,3.6,79,27,42,48.3,102.43,FALSE,FALSE
7,3.6,79,27,42,48.3,102.43,FALSE,7.2,3,75,27,45,48.3,102.53,FALSE,FALSE
7.2,3,75,27,45,48.3,102.53,FALSE,7.4,2.2,70,27,41,48.3,102.54,FALSE,FALSE
7.4,2.2,70,27,41,48.3,102.54,FALSE,7.3,1.2,65,27,43,40.2,102.58,FALSE,FALSE
7.3,1.2,65,27,43,40.2,102.58,FALSE,7.1,2,70,28,41,48.3,102.6,FALSE,FALSE
7.1,2,70,28,41,48.3,102.6,FALSE,6.5,2,73,27,40,48.3,102.6,FALSE,FALSE
6.5,2,73,27,40,48.3,102.6,FALSE,5.7,0.8,71,29,29,48.3,102.66,FALSE,FALSE
5.7,0.8,71,29,29,48.3,102.66,FALSE,5.8,0.9,71,28,35,48.3,102.65,FALSE,FALSE
5.8,0.9,71,28,35,48.3,102.65,FALSE,5.7,0.5,69,29,34,24.1,102.66,FALSE,FALSE
5.7,0.5,69,29,34,24.1,102.66,FALSE,5.5,0.3,69,30,34,24.1,102.72,FALSE,FALSE
5.5,0.3,69,30,34,24.1,102.72,FALSE,3.9,0.3,77,32,17,24.1,102.79,FALSE,FALSE
3.9,0.3,77,32,17,24.1,102.79,FALSE,3.4,0.4,81,8,13,24.1,102.81,FALSE,FALSE
3.4,0.4,81,8,13,24.1,102.81,FALSE,2.4,0.1,84,12,7,24.1,102.84,FALSE,FALSE
2.4,0.1,84,12,7,24.1,102.84,FALSE,0.3,-1,91,31,4,24.1,102.91,FALSE,FALSE
0.3,-1,91,31,4,24.1,102.91,FALSE,0.6,-0.4,93,32,4,24.1,102.91,FALSE,FALSE
0.6,-0.4,93,32,4,24.1,102.91,FALSE,-0.3,-0.9,95,36,3,24.1,102.89,FALSE,FALSE
-0.3,-0.9,95,36,3,24.1,102.89,FALSE,0.7,0.3,97,2,5,24.1,102.91,FALSE,FALSE
0.7,0.3,97,2,5,24.1,102.91,FALSE,-0.3,-1.1,95,13,3,24.1,102.92,FALSE,FALSE
-0.3,-1.1,95,13,3,24.1,102.92,FALSE,-1,-1.6,95,8,4,24.1,102.89,FALSE,FALSE
-1,-1.6,95,8,4,24.1,102.89,FALSE,0.4,0.1,98,36,1,24.1,102.88,FALSE,FALSE
0.4,0.1,98,36,1,24.1,102.88,FALSE,-1.8,-2.1,98,7,5,24.1,102.83,FALSE,FALSE
-1.8,-2.1,98,7,5,24.1,102.83,FALSE,1,0.7,97,9,4,32.2,102.84,FALSE,FALSE
1,0.7,97,9,4,32.2,102.84,FALSE,1.4,0.9,96,8,4,48.3,102.84,FALSE,FALSE
1.4,0.9,96,8,4,48.3,102.84,FALSE,1.4,1.1,98,1,8,48.3,102.82,FALSE,FALSE
1.4,1.1,98,1,8,48.3,102.82,FALSE,3.3,1.2,86,32,19,48.3,102.83,FALSE,FALSE
3.3,1.2,86,32,19,48.3,102.83,FALSE,4.5,1.5,81,31,17,48.3,102.77,FALSE,FALSE
4.5,1.5,81,31,17,48.3,102.77,FALSE,5.7,0.6,70,32,23,48.3,102.69,FALSE,FALSE
5.7,0.6,70,32,23,48.3,102.69,FALSE,5.9,1.2,72,29,22,48.3,102.63,FALSE,FALSE
5.9,1.2,72,29,22,48.3,102.63,FALSE,5,1.6,78,30,21,48.3,102.52,FALSE,FALSE
5,1.6,78,30,21,48.3,102.52,FALSE,4.9,1.6,79,30,22,48.3,102.43,FALSE,FALSE
4.9,1.6,79,30,22,48.3,102.43,FALSE,4.3,1.6,83,30,25,48.3,102.41,FALSE,FALSE
4.3,1.6,83,30,25,48.3,102.41,FALSE,4.4,1.5,81,31,21,48.3,102.3,FALSE,FALSE
4.4,1.5,81,31,21,48.3,102.3,FALSE,4,0.1,76,32,16,24.1,102.27,FALSE,FALSE
4,0.1,76,32,16,24.1,102.27,FALSE,4.3,1.7,83,31,16,24.1,102.23,FALSE,FALSE
4.3,1.7,83,31,16,24.1,102.23,FALSE,4.2,0.6,77,30,13,24.1,102.21,FALSE,FALSE
4.2,0.6,77,30,13,24.1,102.21,FALSE,4.1,-0.9,70,2,4,24.1,102.12,FALSE,FALSE
4.1,-0.9,70,2,4,24.1,102.12,FALSE,3,0.1,81,35,5,24.1,102.04,FALSE,FALSE
3,0.1,81,35,5,24.1,102.04,FALSE,3,0.1,81,3,6,24.1,101.98,FALSE,FALSE
3,0.1,81,3,6,24.1,101.98,FALSE,2.8,1.1,89,36,7,24.1,101.94,FALSE,FALSE
2.8,1.1,89,36,7,24.1,101.94,FALSE,3.6,1.1,84,2,13,24.1,101.83,FALSE,FALSE
3.6,1.1,84,2,13,24.1,101.83,FALSE,2.9,1.1,88,31,4,24.1,101.85,FALSE,FALSE
2.9,1.1,88,31,4,24.1,101.85,FALSE,3.2,1.2,87,11,5,24.1,101.83,FALSE,TRUE
3.2,1.2,87,11,5,24.1,101.83,FALSE,3.8,1,82,11,6,19.3,101.79,TRUE,TRUE
3.8,1,82,11,6,19.3,101.79,TRUE,3.3,1.1,85,36,4,19.3,101.77,TRUE,TRUE
3.3,1.1,85,36,4,19.3,101.77,TRUE,2.7,1.5,92,15,5,12.9,101.77,TRUE,TRUE
2.7,1.5,92,15,5,12.9,101.77,TRUE,2.2,1.1,93,21,3,9.7,101.76,TRUE,TRUE
2.2,1.1,93,21,3,9.7,101.76,TRUE,2.2,1.2,93,36,1,16.1,101.79,TRUE,FALSE
2.2,1.2,93,36,1,16.1,101.79,TRUE,2.9,2,94,31,7,16.1,101.81,FALSE,FALSE
2.9,2,94,31,7,16.1,101.81,FALSE,3.1,1.9,92,35,3,16.1,101.87,FALSE,FALSE
3.1,1.9,92,35,3,16.1,101.87,FALSE,3.5,2.6,94,31,14,24.1,101.93,FALSE,FALSE
3.5,2.6,94,31,14,24.1,101.93,FALSE,4.4,3,91,28,13,24.1,101.97,FALSE,FALSE
4.4,3,91,28,13,24.1,101.97,FALSE,4.4,2.2,86,28,16,24.1,101.95,FALSE,FALSE
4.4,2.2,86,28,16,24.1,101.95,FALSE,4.5,1.5,81,28,21,32.2,101.99,FALSE,FALSE
4.5,1.5,81,28,21,32.2,101.99,FALSE,3.9,1.3,83,29,25,40.2,102.05,FALSE,FALSE
3.9,1.3,83,29,25,40.2,102.05,FALSE,3.9,0.9,81,29,27,40.2,102.11,FALSE,FALSE
3.9,0.9,81,29,27,40.2,102.11,FALSE,4,0.8,80,29,32,24.1,102.19,FALSE,FALSE
4,0.8,80,29,32,24.1,102.19,FALSE,3.1,0.8,85,31,17,24.1,102.24,FALSE,FALSE
3.1,0.8,85,31,17,24.1,102.24,FALSE,2.3,1,91,32,16,32.2,102.3,FALSE,FALSE
2.3,1,91,32,16,32.2,102.3,FALSE,2.5,1.2,91,32,17,32.2,102.42,FALSE,FALSE
2.5,1.2,91,32,17,32.2,102.42,FALSE,4,0.4,77,30,31,32.2,102.53,FALSE,FALSE
4,0.4,77,30,31,32.2,102.53,FALSE,3.9,0.3,77,30,28,32.2,102.61,FALSE,FALSE
3.9,0.3,77,30,28,32.2,102.61,FALSE,3.2,-0.1,79,30,20,32.2,102.71,FALSE,FALSE
3.2,-0.1,79,30,20,32.2,102.71,FALSE,3.2,-0.1,79,30,25,32.2,102.82,FALSE,FALSE
3.2,-0.1,79,30,25,32.2,102.82,FALSE,1,-1.2,85,36,7,32.2,102.91,FALSE,FALSE
1,-1.2,85,36,7,32.2,102.91,FALSE,0.5,-0.6,93,5,8,32.2,102.99,FALSE,FALSE
0.5,-0.6,93,5,8,32.2,102.99,FALSE,-1.3,-2,95,21,3,32.2,103.11,FALSE,FALSE
-1.3,-2,95,21,3,32.2,103.11,FALSE,-1.5,-3,90,11,8,32.2,103.17,FALSE,FALSE
-1.5,-3,90,11,8,32.2,103.17,FALSE,-1.7,-2.3,95,9,9,32.2,103.21,FALSE,FALSE
-1.7,-2.3,95,9,9,32.2,103.21,FALSE,-1,-1.4,97,36,3,32.2,103.29,FALSE,FALSE
-1,-1.4,97,36,3,32.2,103.29,FALSE,0,-0.5,97,8,4,24.1,103.3,FALSE,FALSE
0,-0.5,97,8,4,24.1,103.3,FALSE,0.3,-0.9,92,8,7,32.2,103.37,FALSE,FALSE
0.3,-0.9,92,8,7,32.2,103.37,FALSE,1.4,0.1,91,2,7,40.2,103.49,FALSE,FALSE
1.4,0.1,91,2,7,40.2,103.49,FALSE,2.4,0.1,85,7,12,40.2,103.51,FALSE,FALSE
2.4,0.1,85,7,12,40.2,103.51,FALSE,3.2,-0.3,78,2,7,40.2,103.58,FALSE,FALSE
3.2,-0.3,78,2,7,40.2,103.58,FALSE,3.9,0.2,77,35,6,40.2,103.52,FALSE,FALSE
3.9,0.2,77,35,6,40.2,103.52,FALSE,4.3,-0.8,70,13,8,40.2,103.49,FALSE,FALSE
4.3,-0.8,70,13,8,40.2,103.49,FALSE,4.1,-0.5,72,11,9,40.2,103.41,FALSE,FALSE
4.1,-0.5,72,11,9,40.2,103.41,FALSE,3.8,0.2,77,9,11,40.2,103.32,FALSE,FALSE
3.8,0.2,77,9,11,40.2,103.32,FALSE,3.4,0.4,81,8,8,40.2,103.27,FALSE,FALSE
3.4,0.4,81,8,8,40.2,103.27,FALSE,3.4,0.3,80,5,8,40.2,103.27,FALSE,FALSE
3.4,0.3,80,5,8,40.2,103.27,FALSE,2.9,0.5,85,9,9,32.2,103.19,FALSE,FALSE
2.9,0.5,85,9,9,32.2,103.19,FALSE,3.3,0.3,81,8,11,32.2,103.14,FALSE,FALSE
3.3,0.3,81,8,11,32.2,103.14,FALSE,2.4,-0.1,84,9,9,32.2,102.97,FALSE,FALSE
2.4,-0.1,84,9,9,32.2,102.97,FALSE,2.6,0.2,84,11,10,32.2,102.94,FALSE,FALSE
2.6,0.2,84,11,10,32.2,102.94,FALSE,2.3,0.5,88,9,13,32.2,102.85,FALSE,FALSE
2.3,0.5,88,9,13,32.2,102.85,FALSE,2.5,0.5,87,12,9,32.2,102.79,FALSE,FALSE
2.5,0.5,87,12,9,32.2,102.79,FALSE,1.8,-0.4,86,9,12,24.1,102.7,FALSE,FALSE
1.8,-0.4,86,9,12,24.1,102.7,FALSE,1.6,0.2,90,11,10,19.3,102.58,FALSE,FALSE
1.6,0.2,90,11,10,19.3,102.58,FALSE,0.9,0.4,96,8,12,16.1,102.42,FALSE,FALSE
0.9,0.4,96,8,12,16.1,102.42,FALSE,0.6,0.1,97,8,11,12.9,102.3,FALSE,FALSE
0.6,0.1,97,8,11,12.9,102.3,FALSE,0.3,0,98,6,11,3.2,102.17,FALSE,FALSE
0.3,0,98,6,11,3.2,102.17,FALSE,0.3,0.1,98,6,10,4.8,102.1,FALSE,FALSE
